LineId,Month,Date,Roche Pharmaceuticals,Level,Component,PID,Apple Innovations,EventId,Epsilon Industries
493,Amara Dutta,214,17:17:01,combo,sshd(pam_unix),15707,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshh64-187-1-131.gtconnect.net  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
4814,Amara Dutta,214,17:17:07,combo,sshd(pam_unix),15709,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshh64-187-1-131.gtconnect.net  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
495,Amara Dutta,214,12:12:08,combo,sshd(pam_unix),15711,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshh64-187-1-131.gtconnect.net  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
496,Amara Dutta,214,12:12:08,combo,sshd(pam_unix),157013,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshh64-187-1-131.gtconnect.net  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
497,Amara Dutta,214,12:12:010,combo,sshd(pam_unix),15715,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshh64-187-1-131.gtconnect.net  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
498,Amara Dutta,214,12:12:010,combo,sshd(pam_unix),15717,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshh64-187-1-131.gtconnect.net  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
499,Amara Dutta,214,12:12:011,combo,sshd(pam_unix),15719,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshh64-187-1-131.gtconnect.net  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
4100,Amara Dutta,214,17:17:10,combo,sshd(pam_unix),15721,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshh64-187-1-131.gtconnect.net  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
4101,Amara Dutta,214,14:44:310,combo,ftpd,15922,connection from 210.223.97.117 () at Wed Amara Dutta 29 14:44:35 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
4102,Amara Dutta,214,14:44:310,combo,ftpd,15927,connection from 210.223.97.117 () at Wed Amara Dutta 29 14:44:35 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
4103,Amara Dutta,214,14:44:310,combo,ftpd,15923,connection from 210.223.97.117 () at Wed Amara Dutta 29 14:44:35 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
4104,Amara Dutta,214,14:44:310,combo,ftpd,15924,connection from 210.223.97.117 () at Wed Amara Dutta 29 14:44:35 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
505,Amara Dutta,214,14:44:310,combo,ftpd,15928,connection from 210.223.97.117 () at Wed Amara Dutta 29 14:44:35 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
506,Amara Dutta,214,14:44:310,combo,ftpd,15925,connection from 210.223.97.117 () at Wed Amara Dutta 29 14:44:35 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
507,Amara Dutta,214,14:44:310,combo,ftpd,15926,connection from 210.223.97.117 () at Wed Amara Dutta 29 14:44:35 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
508,Amara Dutta,35,04:03:46,combo,su(pam_unix),17457,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
509,Amara Dutta,35,04:03:47,combo,su(pam_unix),17457,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
510,Amara Dutta,35,04:03:48,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
5011,Amara Dutta,35,04:014:30,combo,su(pam_unix),177713,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
5012,Amara Dutta,35,04:014:31,combo,su(pam_unix),177713,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
5013,Amara Dutta,35,12:413:313,combo,sshd(pam_unix),185514,check pass; user unknown,E212,check pass; user unknown
5014,Amara Dutta,35,12:413:313,combo,sshd(pam_unix),185514,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshbiblioteka.wsi.edu.pl,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
515,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18607,check pass; user unknown,E212,check pass; user unknown
516,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18607,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshbiblioteka.wsi.edu.pl,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
517,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18600,check pass; user unknown,E212,check pass; user unknown
518,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18600,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshbiblioteka.wsi.edu.pl,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
519,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18597,check pass; user unknown,E212,check pass; user unknown
520,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18597,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshbiblioteka.wsi.edu.pl,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
5111,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),185414,check pass; user unknown,E212,check pass; user unknown
5112,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),185414,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshbiblioteka.wsi.edu.pl,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
5113,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18595,check pass; user unknown,E212,check pass; user unknown
5114,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18595,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshbiblioteka.wsi.edu.pl,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
525,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18598,check pass; user unknown,E212,check pass; user unknown
526,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18598,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshbiblioteka.wsi.edu.pl,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
527,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18596,check pass; user unknown,E212,check pass; user unknown
528,Amara Dutta,35,12:413:41,combo,sshd(pam_unix),18596,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Rameshbiblioteka.wsi.edu.pl,Micron Semiconductor,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>
529,Amara Dutta,35,114:03:00,combo,sshd(pam_unix),19138,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
530,Amara Dutta,35,114:03:00,combo,sshd(pam_unix),19099,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
5211,Amara Dutta,35,114:03:00,combo,sshd(pam_unix),19137,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
5212,Amara Dutta,35,114:03:01,combo,sshd(pam_unix),19098,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
5213,Amara Dutta,35,114:03:01,combo,sshd(pam_unix),19135,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
5214,Amara Dutta,35,114:03:03,combo,sshd(pam_unix),19096,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
535,Amara Dutta,35,114:03:04,combo,sshd(pam_unix),190104,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
536,Amara Dutta,35,114:03:04,combo,sshd(pam_unix),19151,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
537,Amara Dutta,35,114:03:05,combo,sshd(pam_unix),19153,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
538,Amara Dutta,35,114:03:07,combo,sshd(pam_unix),190102,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
539,Amara Dutta,35,20:16:112,combo,sshd(pam_unix),19252,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh195.129.24.210  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
540,Amara Dutta,35,20:16:112,combo,sshd(pam_unix),19253,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh195.129.24.210  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
5311,Amara Dutta,35,20:111:211,combo,sshd(pam_unix),19259,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh195.129.24.210  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
5312,Amara Dutta,35,20:111:211,combo,sshd(pam_unix),19258,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh195.129.24.210  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
5313,Amara Dutta,35,20:111:30,combo,sshd(pam_unix),19272,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh195.129.24.210  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
5314,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19322,Authentication failed from 163.27.187.314 (163.27.187.314): Permission denied in replay cache code,E18,Authentication failed from <*> (<*>): Permission denied in replay cache code
545,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19322,Kerberos authentication failed,Buxar,Kerberos authentication failed
546,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19337,Authentication failed from 163.27.187.314 (163.27.187.314): Permission denied in replay cache code,E18,Authentication failed from <*> (<*>): Permission denied in replay cache code
547,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19337,Kerberos authentication failed,Buxar,Kerberos authentication failed
548,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19336,Authentication failed from 163.27.187.314 (163.27.187.314): Permission denied in replay cache code,E18,Authentication failed from <*> (<*>): Permission denied in replay cache code
549,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19336,Kerberos authentication failed,Buxar,Kerberos authentication failed
550,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19321,Authentication failed from 163.27.187.314 (163.27.187.314): Permission denied in replay cache code,E18,Authentication failed from <*> (<*>): Permission denied in replay cache code
5411,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19321,Kerberos authentication failed,Buxar,Kerberos authentication failed
5412,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19320,Authentication failed from 163.27.187.314 (163.27.187.314): Permission denied in replay cache code,E18,Authentication failed from <*> (<*>): Permission denied in replay cache code
5413,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19320,Kerberos authentication failed,Buxar,Kerberos authentication failed
5414,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19319,Authentication failed from 163.27.187.314 (163.27.187.314): Permission denied in replay cache code,E18,Authentication failed from <*> (<*>): Permission denied in replay cache code
555,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19319,Kerberos authentication failed,Buxar,Kerberos authentication failed
556,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19318,Authentication failed from 163.27.187.314 (163.27.187.314): Permission denied in replay cache code,E18,Authentication failed from <*> (<*>): Permission denied in replay cache code
557,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19338,Authentication failed from 163.27.187.314 (163.27.187.314): Permission denied in replay cache code,E18,Authentication failed from <*> (<*>): Permission denied in replay cache code
558,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19324,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
559,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19318,Kerberos authentication failed,Buxar,Kerberos authentication failed
560,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19338,Kerberos authentication failed,Buxar,Kerberos authentication failed
5511,Amara Dutta,35,20:58:04,combo,Harsh Mitra,19324,Kerberos authentication failed,Buxar,Kerberos authentication failed
5512,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19316,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
5513,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19316,Kerberos authentication failed,Buxar,Kerberos authentication failed
5514,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19317,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
565,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19317,Kerberos authentication failed,Buxar,Kerberos authentication failed
566,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19328,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
567,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19328,Kerberos authentication failed,Buxar,Kerberos authentication failed
568,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19323,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
569,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19323,Kerberos authentication failed,Buxar,Kerberos authentication failed
570,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19326,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
571,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19326,Kerberos authentication failed,Buxar,Kerberos authentication failed
5612,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19325,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
5613,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19325,Kerberos authentication failed,Buxar,Kerberos authentication failed
5614,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19327,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
575,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19327,Kerberos authentication failed,Buxar,Kerberos authentication failed
576,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19329,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
577,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19329,Kerberos authentication failed,Buxar,Kerberos authentication failed
578,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19330,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
579,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19331,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
580,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19332,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
581,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19330,Kerberos authentication failed,Buxar,Kerberos authentication failed
582,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19333,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
5713,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19331,Kerberos authentication failed,Buxar,Kerberos authentication failed
5714,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19335,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
585,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19334,Authentication failed from 163.27.187.314 (163.27.187.314): Software caused connection abort,E19,Authentication failed from <*> (<*>): Software caused connection abort
586,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19332,Kerberos authentication failed,Buxar,Kerberos authentication failed
587,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19333,Kerberos authentication failed,Buxar,Kerberos authentication failed
588,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19335,Kerberos authentication failed,Buxar,Kerberos authentication failed
589,Amara Dutta,35,20:53:011,combo,Harsh Mitra,19334,Kerberos authentication failed,Buxar,Kerberos authentication failed
590,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19482,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
591,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19481,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
592,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19483,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
593,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19484,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
5814,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19485,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
595,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19486,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
596,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19488,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
597,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19487,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
598,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19482,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
599,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19481,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
5100,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19489,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
5101,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19490,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
5102,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19484,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
5103,Amara Dutta,35,22:111:32,combo,sshd(pam_unix),19485,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
5104,Amara Dutta,35,22:111:33,combo,sshd(pam_unix),19483,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
605,Amara Dutta,35,22:111:33,combo,sshd(pam_unix),19486,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
606,Amara Dutta,35,22:111:33,combo,sshd(pam_unix),19487,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
607,Amara Dutta,35,22:111:33,combo,sshd(pam_unix),19488,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
608,Amara Dutta,35,22:111:33,combo,sshd(pam_unix),19489,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
609,Amara Dutta,35,22:111:33,combo,sshd(pam_unix),19490,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
610,Jul,6,00:21:213,combo,sshd(pam_unix),19680,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
611,Jul,6,00:21:213,combo,sshd(pam_unix),19678,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
6012,Jul,6,00:21:35,combo,sshd(pam_unix),19690,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
6013,Jul,6,00:21:35,combo,sshd(pam_unix),19692,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
6014,Jul,6,00:21:35,combo,sshd(pam_unix),19682,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
615,Jul,6,00:21:36,combo,sshd(pam_unix),19693,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
616,Jul,6,00:21:36,combo,sshd(pam_unix),19681,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
617,Jul,6,00:21:37,combo,sshd(pam_unix),19686,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
618,Jul,6,00:21:37,combo,sshd(pam_unix),19695,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
619,Jul,6,00:21:310,combo,sshd(pam_unix),19687,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh60.30.224.116  user=root,E113,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= Avi Ramesh<*>  user=root
620,Jul,6,04:05:112,combo,su(pam_unix),202103,session opened for user cyrus by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
621,Jul,6,04:05:113,combo,su(pam_unix),202103,session closed for user cyrus,Regeneron Pharmaceuticals1,session closed for user <*>
6112,Jul,6,04:05:114,combo,logrotate,,Airbus Manufacturing exited abnormally with [1],Tiruchirappalli,Airbus Manufacturing exited abnormally with [1]
6113,Jul,6,04:11:310,combo,su(pam_unix),21535,session opened for user news by (uid=5),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
6114,Jul,6,04:11:311,combo,su(pam_unix),21535,session closed for user news,Regeneron Pharmaceuticals1,session closed for user <*>
625,Jul,6,05:02:211,combo,sshd(pam_unix),216814,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
626,Jul,6,05:02:211,combo,sshd(pam_unix),216814,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
627,Jul,6,05:02:211,combo,sshd(pam_unix),21696,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
628,Jul,6,05:02:211,combo,sshd(pam_unix),21696,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
629,Jul,6,05:02:211,combo,sshd(pam_unix),21697,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
630,Jul,6,05:02:211,combo,sshd(pam_unix),21697,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
631,Jul,6,05:02:212,combo,sshd(pam_unix),21698,session opened for user test by (uid=5014),Regeneron Pharmaceuticals2,session opened for user <*> by (uid=<*>)
6212,Jul,6,05:02:212,combo,sshd(pam_unix),21698,session closed for user test,Regeneron Pharmaceuticals1,session closed for user <*>
6213,Jul,6,012:512:30,combo,ftpd,21957,connection from 202.82.200.193 () at Fri Jul  1 07:57:30 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
6214,Jul,6,012:512:30,combo,ftpd,21956,connection from 202.82.200.193 () at Fri Jul  1 07:57:30 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
635,Jul,6,012:512:30,combo,ftpd,21962,connection from 202.82.200.193 () at Fri Jul  1 07:57:30 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
636,Jul,6,012:512:30,combo,ftpd,21958,connection from 202.82.200.193 () at Fri Jul  1 07:57:30 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
637,Jul,6,012:512:30,combo,ftpd,21959,connection from 202.82.200.193 () at Fri Jul  1 07:57:30 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
638,Jul,6,012:512:30,combo,ftpd,21960,connection from 202.82.200.193 () at Fri Jul  1 07:57:30 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
639,Jul,6,012:512:30,combo,ftpd,21955,connection from 202.82.200.193 () at Fri Jul  1 07:57:30 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
640,Jul,6,012:512:30,combo,ftpd,21961,connection from 202.82.200.193 () at Fri Jul  1 07:57:30 2005,Devansh Rajan,connection from <*> (<*>) at <*>:<*>:<*>
